snr_before,snr_after,snr_improvement,psnr,mse,mae,ssim
-5.5095797,4.104644,9.6142235,24.72042,0.0033725465,0.04339645,0.6570970169231423
-5.8680334,-1.8712935,3.9967399,11.54258,0.07010387,0.24518888,0.5034544243197957
-4.5793457,0.44677407,5.0261197,12.539406,0.055726193,0.2090721,0.0643493198974324
-5.327387,0.085371196,5.412758,13.552537,0.044131257,0.18714441,0.21656398903420024
-11.4137745,-6.2606025,5.153172,12.139261,0.0611046,0.23990498,0.2650193191980736
-10.761613,-6.098473,4.66314,11.957464,0.06371675,0.24329902,0.14972756649148497
-5.709978,-3.7234857,1.9864924,7.751051,0.16783977,0.32856196,-0.36100232869403537
-11.193975,-6.802045,4.3919306,11.52102,0.07045276,0.26087984,0.35221902886292333
-8.13897,-3.2864168,4.8525534,11.507268,0.0706762,0.2523128,0.1340755555828009
-12.80231,-8.007986,4.794324,11.062975,0.078289315,0.27410975,0.153992148179313
-16.388962,-13.852572,2.5363894,6.807079,0.20858936,0.42963704,-0.013562661457941853
-14.322882,-11.480089,2.8427925,7.5539565,0.1756323,0.38313806,-0.012518228819456906
-4.49207,-1.1968184,3.2952518,10.309768,0.09311578,0.27964705,-0.08983341115773195
-15.10104,-11.731312,3.369728,8.145758,0.15325838,0.37948006,-0.0010832176296459522
-11.218523,-7.229454,3.989069,11.015579,0.07914839,0.2621195,0.07806980576705569
-7.405222,-3.0119762,4.3932457,12.090341,0.061796788,0.2131758,0.06552834609985284
-8.28057,-3.3897214,4.8908486,11.780677,0.06636397,0.24914089,0.1470223305941316
-13.44976,-8.999931,4.449829,9.888651,0.10259706,0.31487107,0.08894546590314198
-10.441451,-6.06901,4.3724413,11.589073,0.06935738,0.24539322,0.18790776012888907
-8.667292,-5.2326446,3.434647,9.554265,0.110808596,0.30071476,0.21469710933143465
-13.862906,-9.554736,4.3081703,9.644244,0.10853644,0.32213,0.020574674687759847
-13.007602,-9.759139,3.2484627,8.798736,0.13186406,0.32788825,-0.046594756431705874
-12.568735,-8.69045,3.8782854,9.973136,0.10062048,0.29996404,0.08964298134512699
-6.739226,-1.4266629,5.312563,13.243064,0.047390755,0.19746043,0.18011984781381687
-6.951335,-2.4134068,4.537928,11.439553,0.0717868,0.24957344,0.0624012233553405
-13.550409,-9.182818,4.367591,9.962779,0.100860745,0.3076326,0.02861818187564367
